poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneDetail2,telephoneTitle3,telephone3,telephoneDetail3,telephoneTitle4,telephone4,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,priceText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,seoURL,metaTITLE,metaDESC,taxonomy - to be deleted later,cuisine,priceCat,additional_info,whatsOnTitle1,whatsOnTicketPrice1,whatsOnTheme1,whatsOnDescription1,boxOfficeTelephone1,whatsOnURL1,whatsOnStartDate1,whatsOnEndDate1,whatsOnRepeat1,whatsOnTitle2,whatsOnTicketPrice2,whatsOnTheme2,whatsOnDescription2,boxOfficeTelephone2,whatsOnURL2,whatsOnStartDate2,whatsOnEndDate2,whatsOnRepeat2,whatsOnTitle3,whatsOnTicketPrice3,whatsOnTheme3,whatsOnDescription3,boxOfficeTelephone3,whatsOnURL3,whatsOnStartDate3,whatsOnEndDate3,whatsOnRepeat3,whatsOnTitle4,whatsOnTicketPrice4,whatsOnTheme4,whatsOnDescription4,boxOfficeTelephone4,whatsOnURL4,whatsOnStartDate4,whatsOnEndDate4,whatsOnRepeat4,whatsOnTitle5,whatsOnTicketPrice5,whatsOnTheme5,whatsOnDescription5,boxOfficeTelephone5,whatsOnURL5,whatsOnStartDate5,whatsOnEndDate5,whatsOnRepeat5,whatsOnTitle6,whatsOnTicketPrice6,whatsOnTheme6,whatsOnDescription6,boxOfficeTelephone6,whatsOnURL6,whatsOnStartDate6,whatsOnEndDate6,whatsOnRepeat6,whatsOnTitle7,whatsOnTicketPrice7,whatsOnTheme7,whatsOnDescription7,boxOfficeTelephone7,whatsOnURL7,whatsOnStartDate7,whatsOnEndDate7,whatsOnRepeat7,whatsOnTitle8,whatsOnTicketPrice8,whatsOnTheme8,whatsOnDescription8,boxOfficeTelephone8,whatsOnURL8,whatsOnStartDate8,whatsOnEndDate8,whatsOnRepeat8,whatsOnTitle9,whatsOnTicketPrice9,whatsOnTheme9,whatsOnDescription9,boxOfficeTelephone9,whatsOnURL9,whatsOnStartDate9,whatsOnEndDate9,whatsOnRepeat9,whatsOnTitle10,whatsOnTicketPrice10,whatsOnTheme10,whatsOnDescription10,boxOfficeTelephone10,whatsOnURL10,whatsOnStartDate10,whatsOnEndDate10,whatsOnRepeat10,whatsOnTitle11,whatsOnTicketPrice11,whatsOnTheme11,whatsOnDescription11,boxOfficeTelephone11,whatsOnURL11,whatsOnStartDate11,whatsOnEndDate11,whatsOnRepeat11,whatsOnTitle12,whatsOnTicketPrice12,whatsOnTheme12,whatsOnDescription12,boxOfficeTelephone12,whatsOnURL12,whatsOnStartDate12,whatsOnEndDate12,whatsOnRepeat12,whatsOnTitle13,whatsOnTicketPrice13,whatsOnTheme13,whatsOnDescription13,boxOfficeTelephone13,whatsOnURL13,whatsOnStartDate13,whatsOnEndDate13,whatsOnRepeat9,whatsOnTitle14,whatsOnTicketPrice14,whatsOnTheme14,whatsOnDescription14,boxOfficeTelephone14,whatsOnURL14,whatsOnStartDate14,whatsOnEndDate14,whatsOnRepeat9,whatsOnTitle15,whatsOnTicketPrice15,whatsOnTheme15,whatsOnDescription15,boxOfficeTelephone15,whatsOnURL15,whatsOnStartDate15,whatsOnEndDate15,whatsOnRepeat15,whatsOnTitle16,whatsOnTicketPrice16,whatsOnTheme16,whatsOnDescription16,boxOfficeTelephone16,whatsOnURL16,whatsOnStartDate16,whatsOnEndDate16,whatsOnRepeat16,whatsOnTitle17,whatsOnTicketPrice17,whatsOnTheme17,whatsOnDescription17,boxOfficeTelephone17,whatsOnURL17,whatsOnStartDate17,whatsOnEndDate17,whatsOnRepeat17,whatsOnTitle18,whatsOnTicketPrice18,whatsOnTheme18,whatsOnDescription18,boxOfficeTelephone18,whatsOnURL18,whatsOnStartDate18,whatsOnEndDate18,whatsOnRepeat18,whatsOnTitle19,whatsOnTicketPrice19,whatsOnTheme19,whatsOnDescription19,boxOfficeTelephone19,whatsOnURL19,whatsOnStartDate19,whatsOnEndDate19,whatsOnRepeat19,whatsOnTitle20,whatsOnTicketPrice20,whatsOnTheme20,whatsOnDescription20,boxOfficeTelephone20,whatsOnURL20,whatsOnStartDate20,whatsOnEndDate20,whatsOnRepeat20,whatsOnTitle21,whatsOnTicketPrice21,whatsOnTheme21,whatsOnDescription21,boxOfficeTelephone21,whatsOnURL21,whatsOnStartDate21,whatsOnEndDate21,whatsOnRepeat21,related
rome_sight_0076,,Bioparco,"<p>The <strong>Bioparco</strong>, once a depressing conglomeration of badly kept cement cubicles, where performing animals were considered to be there solely for the entertainment of the public, has been overhauled to create a pretty &ldquo;biological garden&rdquo; set into a corner of <strong>Villa Borghese</strong> park. </p><p>Today, much of the zoo’s work is dedicated to research and the preservation of animals in danger of extinction. It houses more than 1,300 animals, ranging from lions, hippos and elephants to snakes and crocodiles. There are excellent information boards and a little train to take visitors through the park, as well as the opportunity to watch animals being fed at weekends.</p>","EWFG_ROME176BIOPAR, TT_ROME064ROMCHI_004",Piazzale del Giardino Zoologico 1,Rome,00197,Villa Borghese & Northern Rome,,Italy,06 360 8211,,,,,,,,,,,,www.bioparco.it,,Flaminio-Piazza del Popolo & Spagna ,Rossini-Bioparco,"3, 52, 53, 217, 360, 910 & 926","28 Oct–29 Mar: 9:30am–5pm daily, 30 Mar–27 Oct: 9:30am–6pm daily",,,TRUE,,TRUE,TRUE,TRUE,,,€52–62; under 12s €11 |,15,12,12,"Children under 12 and over 1m tall €12 , overs 65s (except Wed €4 for over 65s) and groups of 15 or more adults; free for children under 1m tall, disabled people and carers","<p>Adults &euro;15.00</p><p>Concessions &euro;12.00</p><p>Children &euro;12.00</p><p>Children under 12 and over 1m tall €12 , overs 65s (except Wed €4 for over 65s) and groups of 15 or more adults; free for children under 1m tall, disabled people and carers</p>",EUR,41.916663,12.487858,FALSE,,FALSE,Family Friendly,"Family Friendly, Green Spaces",outdoors,Bioparco  Zoological Garden Rome | Rome Bioparco,"Rome’s Bioparco is a ""biological garden"" set in Villa Borghese park; it houses over 1300 animals. Plan your visit to the Bioparco Zoo with DK Trip Planner.",,,,,Farfalle & Co,Tickets €2.00 (in addition to BioParco entry ticket),Family Friendly,"<p>Visitors can walk among hundreds of free-flying tropical butterflies in this new part of the zoo that also includes giant centipedes, mantids and stick insects. Microscope projections and 3D models bring the exhibitions to life.</p>",06 360 8211,www.bioparco.it/attivita-ed-eventi/gli-eventi-del-bioparco/farfalle-and-co/,May 2013,July 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Technotown, Explora"
rome_sight_0077,,Bir & Fud,<p>More than 100 artisanal beers and micro-brews from around Italy are on offer at <strong>Bir &amp; Fud</strong>; perfect for washing down the thick-crusted pizzas and gourmet potato crisps.</p>,,Via Benedetta 23,Rome,00153,Trastevere & Janiculum Hill,,Italy,06 589 4016,,,,,,,,,,,,birandfud.it,,,,"23, 125, 271, 280, N11","Sat–Thu, Mon–Thu dinner only, Sat & Sun lunch only",,Fri,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.891662031642,12.4692971854474,TRUE,,FALSE,FALSE,"Food and Drink, Cafés and Bars",food-and-drink,,,,Modern Italian,£,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0078,catalogue,Birreria Trilussa,"<p>Beer and simple dishes are served until the early hours at <strong>Birreria Trilussa</strong>. The atmosphere is cozy and traditional, and there is live music some nights. Claims to be one of the few places in Rome to serve the ’beers of the pope’ &ndash; Barok Dunkel and Asam Bock.</p>",TT_ROME147LIVMUS_007,Via Benedetta 19,Rome,00153,Trastevere & Janiculum Hill,,Italy,06 581 9067,,,,,,,,,,,,www.birreriatrilussa.it,,,,"23, 125, 271, 280, N11",Daily dinner only,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.8916993605743,12.4691047992786,TRUE,,FALSE,FALSE,"Food and Drink, Cafés and Bars, Entertainment and Nightlife",food-and-drink,,,Trastevere and Prati | Live Music Venues | Restaurant | Nightlife |,Traditional Roman,£,,Karaoke Nights,Free,Classical and Contemporary Music,"<p>Mondays and Thursdays are karaoke night, with the opportunity to participate from 10pm to 1:30am.</p>",06 581 9067,www.birreriatrilussa.it/eventi.html,10th March 2014,,"1,w",Karaoke Nights,Free,Classical and Contemporary Music,"<p>Mondays and Thursdays are karaoke night, with the opportunity to participate from 10pm to 1:30am.</p>",06 581 9067,www.birreriatrilussa.it/eventi.html,13th March 2014,,"1,w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0079,catalogue,Bistrot at Chiostro del Bramante,"<p>A modern museum caf&eacute;, <strong>Bistrot at Chiostro del Bramante</strong> has pleasant outdoor tables overlooking the Baroque cloister. Inside, the walls are covered with contemporary art. Stop by for a cup of coffee or hot chocolate, or to enjoy one of their rich salads.</p>",TT_ROME088CHICAF_023_R13,Via Arco della Pace,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 6880 9036,,,,,,,,,,,,chiostrodelbramante.it/info/caffetteria,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7",Daily,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.900001,12.471465,TRUE,,FALSE,FALSE,Cafés and Bars,food-and-drink,,,Around Piazza Navona | Chic Cafés and Bars | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiostro del Bramante
rome_sight_0082,catalogue,Botanical Gardens,"<p>Originally part of Palazzo Corsini, the graceful <strong>Botanical Gardens</strong> provide one of the most relaxing places to while away an hour or two and breathe in air richly perfumed by the more than 7,000 plant species that thrive here.</p><p>Rome has a long history of gardens, dating back to the 13th century, when a garden of medicinal plants was cultivated within the walls of the Vatican. Since then, there have been several botanical gardens in the city, but it was only in 1883 that the University of Rome was given this permanent site &ndash; perfectly located between the Janiculum Hill and the Tiber &ndash; away from the chaos of the city.</p><p>Sequoias, palm trees and a splendid collections of orchids and bromeliads are among the plants here. Indigenous and exotic species are grouped to illustrate their botanical families and their adaptation to different climates and eco-systems. There are also plants such as the ginkgo that have survived virtually unchanged from earlier eras.</p>","EWTG_ROME218BOTGAR, EWFG_ROME193BOTGAR, TT_ROME062GRESPA_005, TT_ROME142BESRES_004",Largo Cristina di Svezia 24,Rome,00165,Trastevere & Janiculum Hill,,Italy,06 4991 2436,,,,,,,,,,,,sweb01.dbv.uniroma1.it/orto/index.html,,,,"H, 8, 23, 125, 271, 280",30 Mar–18 Oct: 9am–6:30pm daily; 19 Oct–29 Mar: 9am–5:30pm daily,,Public holidays,TRUE,,,,TRUE,,,€16–26; under 6s free |,8,4,4,Under 6s free,<p>Adults &euro;8.00</p><p>Concessions &euro;4.00</p><p>Children &euro;4.00</p><p>Under 6s free</p>,EUR,41.892542,12.465743,FALSE,,FALSE,Green Spaces,Green Spaces,outdoors,Botanical Gardens Rome,"The Botanical Gardens in Rome, which used to be part of Palazzo Corsini, contain more than 7,000 plant species. Plan your trip to Rome’s Botanical Gardens here.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palazzo Corsini
rome_sight_0084,,Brasserie 4:20,"<p>Craft beers from around the world are meticulously paired with select dishes, particularly fish, at <strong>Brasserie 4:20</strong>.</p>",,Via Portuense 82 ,Rome,00153,Trastevere & Janiculum Hill,,Italy,06 5831 0737,,,,,,,,,,,,www.impexbeer.com/index.php?option=com_content&view=article&id=60&Itemid=75,Roma Trastevere,,Ippolito Nievo,"3B, 121, 780, H, N8",Daily dinner only,,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.878904,12.468596,TRUE,,FALSE,FALSE,Cafés and Bars,food-and-drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0085,catalogue,Brioni,<p>Legendary Italian tailor <strong>Brioni</strong> was established in 1945. Their beautifully cut suits have been used in James Bond films.</p>,TT_ROME136LADOL_007,Via Veneto 129,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 478 22119,,,,,,,,,,,,www.brioni.com,,Spagna,,"52, 53, 63, 80, 80B, 83, N4",9:30am–7:30pm Mon–Sat,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.9075251049236,12.4897711202584,TRUE,,FALSE,FALSE,Shopping,shopping,,,The Quirinal and Via Veneto | La Dolce Vita Venues | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0086,catalogue,Buccone,"<p>A historic wine shop with a vast selection and excellent prices, <strong>Buccone</strong> also sells speciality Italian foods.</p>",TT_ROME115SPESHO_003,Via di Ripetta 19–20,Rome,00186,Piazza di Spagna & Trevi Fountain,,Italy,06 361 2154,,,,,,,,,,,,www.enotecabuccone.com,,Spagna,,"117, 119","Mon–Sat, Mon–Thu lunch only",,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.908992,12.476111,TRUE,,FALSE,FALSE,Shopping,shopping,,,The Spanish Steps and Villa Borghese | Specialist Shops | Shopping | Restaurant |,Enoteche,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0088,catalogue,Burcardo Theatre Museum,"<p>The <strong>Burcardo Theatre Museum</strong> holds Rome&rsquo;s most complete collection of theatre literature, as well as Chinese puppets and comic masks from the various regions of Italy. The late 15th-century building that houses the museum once belonged to Johannes Burckhardt, chamberlain to Pope Alexander VI Borgia and author of a diary of Rome under the Borgias.</p>",EWTG_ROME149BURTHE,Via del Sudario 44,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 681 9471,,,,,,,,,,,,www.burcardo.org,,,,"40, 46, 62, 64, 70, 81, 186, 492","9:15am–4:30pm Tue, Thu",,,FALSE,,,,TRUE,,,,0,0,0,,<p>Free entry</p>,EUR,41.895896,12.475559,TRUE,,FALSE,FALSE,Art Galleries and Museums,museums,,,CAMPO DE’ FIORI |,,,transport - tram: 8. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teatro Argentina, Teatro dell’ Opera"
,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0090,catalogue,C.U.C.I.N.A.,<p><strong>C.U.C.I.N.A. </strong>carries the best in minimalist kitchenware. Their motto is &ldquo;How a kitchen inspires new appetites&rdquo;.</p>,TT_ROME115SPESHO_006,Via di Parione 31,Rome,00193,Beyond the Centre,,Italy,06 324 3723,,,,,,,,,,,,www.cucinastore.com,,Lepanto,,,10am–7:30pm Mon–Sat,,Sun,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.907082,12.470383,TRUE,,FALSE,FALSE,Shopping,shopping,,,The Spanish Steps and Villa Borghese | Specialist Shops | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0091,catalogue,Café de Oriente/Caruso,<p>Get going with Brazilian bands rocking the samba or Latin-tinged disco at <strong>Caf&eacute; de Oriente/Caruso</strong>.</p>,TT_ROME124ROMTRE_007,Via di Monte Testaccio 36,Rome,00153,Aventine & Caracalla,,Italy,06 574 5019,,,,,,,,,,,,www.carusocafe.com,,Piramide,,,11pm–4am Tue–Sun,,Mon,TRUE,Partial,,,,,,,,,,,<p>Free entry</p>,EUR,41.875796,12.474029,TRUE,,FALSE,FALSE,Entertainment and Nightlife,entertainment,,,Ancient Rome | Rome’s Trendiest Nightlife | Nightlife | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0092,catalogue,Café de Paris,<p><strong>Caf&eacute; de Paris</strong> has always been the landmark of <em>dolce vita</em> lifestyle along this glossy strip. It&rsquo;s still a magical place to sip an espresso or enjoy a light snack.</p>,TT_ROME136LADOL_002,Via Veneto 90,Rome,00187 ,Piazza di Spagna & Trevi Fountain,,Italy,06 4201 2257,,,,,,,,,,,,,,Barberini,,,8am–11pm daily,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.90780556533,12.4895404502831,TRUE,,FALSE,FALSE,Cafés and Bars,food-and-drink,,,The Quirinal and Via Veneto | La Dolce Vita Venues | Restaurant |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0093,catalogue,Café Veneto,"<p>Right in the heart of the famous street, Via Veneto, <em>habitu&eacute;s</em> find elegance and carefully prepared fare at <strong>Caf&eacute; Veneto</strong>. Specialities include game and truffles.</p>",TT_ROME137PLAEAT_001,Via Veneto 118,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 482 7107,,,,,,,,,,,,,,Barberini,,,Daily,,,TRUE,,,,,,,"For a three-course meal for one with half a bottle of wine (or equivalent meal), taxes and extra charges. : over €60",,,,,<p>Free entry</p>,EUR,41.9084922722492,12.4889474473934,TRUE,,FALSE,FALSE,Food and Drink,food-and-drink,,,The Quirinal and Via Veneto | Places to Eat | Restaurant |,Traditional Roman,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0094,catalogue,Caffè Canova,"<p>The right-wing bastion in the long-standing Piazza del Popolo caf&eacute; war, <strong>Caff&egrave; Canova</strong> offers cheaper espresso, better ice cream and a restaurant upstairs (the Rosati is more stylish though).</p>",TT_ROME116PUBCAF_008,Piazza del Popolo 16–17,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 361 2231,,,,,,,,,,,,www.canovapiazzadelpopolo.eu,,Flaminio,,,7:30am–8:30pm daily,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.910248,12.477052,TRUE,,FALSE,FALSE,"Food and Drink, Cafés and Bars",food-and-drink,,,"The Spanish Steps and Villa Borghese | Pubs, Cafés and Bars | Restaurant |",Traditional Roman,££,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0099,,Caffè Rosati,"<p>Rival of the right-wing <strong>Canova</strong> across the piazza, <strong>Caff&egrave; Rosati</strong> has long been the haunt of left-wing intellectuals. Founded by two brothers (a third continues to manage the family&rsquo;s original Via Veneto caf&eacute;), it sports a 1922 Art Nouveau decor and its patrons park their newest Ferrari or Lotus convertibles out front.</p>","TT_ROME116PUBCAF_007, TT_ROME070CAFGEL_007",Piazza del Popolo 4/5a ,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,06 322 5859,,,,,,,,,,,,www.barrosati.com,,Flaminio,Flaminio,,8am–10pm daily,,,TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.910066,12.476132,TRUE,,FALSE,Cafés and Bars,Cafés and Bars,food-and-drink,Caffè Rosati Rome,Caffè Rosati has long been popular with left-wing intellectuals and features Art Nouveau decor. Plan a trip to Caffè Rosati with DK Trip Planner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0100,,Caffè Sant’Eustachio,"<p><strong>Caff&eacute; Sant&rsquo;Eustachio</strong> is the place to find Rome&rsquo;s most coveted cappuccini, which come from behind a chrome-plated shield that hides the coffee machine from view so no one can discover the skilled owner&rsquo;s secret formula. All that is known is that the water comes from an ancient aqueduct and the brew is pre-sweetened. The tiny caf&eacute; is always crowded, so be prepared to wait.</p>","TT_ROME070CAFGEL_002,TT_ROME070CAFGEL_002",Piazza Sant’Eustachio 82,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 6880 2048,,,,,,,,,,,,www.santeustachioilcaffe.it,,Barberini,Arenula/cairoli,,"8:30–1am Sun–Thu, 8:30–1:30am Fri, 8:30–2am Sat",,"25 Dec, 15 Aug",TRUE,,,,,,,,,,,,<p>Free entry</p>,EUR,41.898198,12.475423,TRUE,,FALSE,Cafés and Bars,Cafés and Bars,food-and-drink,Caffè San’t Eustachio Rome ,"Caffè San’t Eustachio claims (with some justification) to serve Rome’s best cappuccino. If you plan to visit, read more here with DK Trip Planner.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome_sight_0101,catalogue,Calzoleria Petrocchi,"<p>At <strong>Calzoleria Petrocchi</strong>, Bruno Ridolfi keeps alive the high fashion, excellent quality, made-to-measure cobbler traditions of his uncle Tito Petrocchi, who regularly shod glamorous stars of stage and screen in the <em>dolce vita</em> heyday of the 1950s and 1960s.</p>",TT_ROME087SHOPS_009,Vicolo Sugarelli 2,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,06 687 6289,,,,,,,,,,,,www.calzoleriapetrocchi.it,,Barberini,Arenula/cairoli,,7:30am–5:30pm Mon–Fri,Aug,,,,,,,,,,,,,,<p>Free entry</p>,EUR,41.898544,12.466234,TRUE,,FALSE,FALSE,Shopping,shopping,,,Around Piazza Navona | Shops | Shopping |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
