poiID,type,poiName,overview,xmlID,street,town,postcode,area,county,country,telephoneDetail2,telephone,telephoneTitle1,telephone1,telephoneDetail1,telephoneTitle2,telephone2,telephoneTitle3,telephone3,telephoneDetail3,url,train ,tube,tram,bus,openingTimes,monthsClosed,daysClosed,wheelchairAccess,wheelchairAccessText,foodAndDrink,Shop,guidedTours,audioTours,toursText,Price - to be deleted once entered,adult,concessions,child,childText,currency,lat,long,indoor,timeInMins,unmissable,topChoice,theme,taxonomy - to be deleted later,cuisine,priceCat,additional_info,Image Required,SEO file name,caption,credit,number,source,photographer,agency description,info,imageName
rome_sight_0039,catalogue,Aracoeli Staircase,"<p>The <strong>Aracoeli Staircase</strong> numbers 124 marble steps (122 if you start from the right) and was completed in 1348, some say in thanks for the passing of the Black Death, but probably in view of the 1350 Holy Year. Cola di Rienzo, the 14th-century tribune-turned-tyrant, used to harangue the masses from here, and in the 17th century foreigners used to sleep on the steps, until Prince Caffarelli, who lived on the hill, scared them off by rolling barrels filled with stones down them. Climb all the way up to the top on your knees (it is popular belief that you can win the Italian national lottery this way) to enjoy the view of Rome, with the domes of Sant&rsquo; Andrea della Valle and St Peter&rsquo;s slightly to the right.</p>",EWTG_ROME069ARASTA,Piazza d’Aracoeli,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,Colosseo,,"30, 40, 44, 44F, 46, 62, 63, 64, 70, 81, 87, 119, 130F, 186, 271",,,,,,,,,,,,0,0,0,,EUR,41.8936363249035,12.4822497949676,FALSE,,FALSE,,Historic Sights and Landmarks,"Historic Buildings, Streets and Piazzas | CAPITOL |",,,xref: CAPITOL |,TRUE,aracoeli_staircase_rome_alamy_d2kw4x,Stairway to Santa Maria in Aracoeli Church on Capitoline Hill,&#169;Alamy Images/Sklifas Steven,D2KW4X,Alamy,Sklifas Steven,,,aracoeli_staircase_rome_alamy_d2
rome_sight_0040,,Arch of Constantine,"<p>Dedicated in AD 315, the <strong>Arch of Constantine</strong> was one of the last Imperial monuments to be erected in Rome, and marks the victory of the first Christian emperor over his rival emperor Maxentius. Constantine credited his victory at the Battle of the Milvian Bridge in AD 312 to a dream in which he had a vision of the Cross and heard the words &ldquo;in this sign you shall conquer&rdquo;. However, there is nothing Christian about the arch &ndash; in fact, it is mostly a pastiche of pagan elements taken from several earlier monuments. The beautiful hunt-scene roundels come from a temple dedicated to Emperor Hadrian&rsquo;s male lover, Antinous, and there are statues of Dacian prisoners taken from Trajan&rsquo;s Forum and reliefs of Marcus Aurelius, including one where he distributes bread to the poor. Inside the arch are reliefs of Trajan&rsquo;s victory over the Dacians. These were probably by the artist who worked on Trajan&rsquo;s Column.</p><p>The Arch of Constantine is located in the Roman Forum.</p>",,Between Via di San Gregorio & the Colosseum,Rome,00186,Ancient Rome,,Italy,,,,,,,,,,,,,Colosseo,,"C3, 53, 60, 75, 85, 87, 117, 175, 186, 271, 571, 810",,,,TRUE,,,,,,,,0,0,0,,EUR,41.889763,12.490653,FALSE,,FALSE,,Historic Sights and Landmarks,,,,,TRUE,arch_of_constantine_rome_dk_AL230643,"Arch of Constantine, dedicated in AD 315",&#169;dkimages,AL230643,,,,,arch_of_constantine_rome_dk_AL23
rome_sight_0041,catalogue,Arch of Dolabella,"<p>The <strong>Arch of Dolabella</strong> was built in AD 10 by consuls Caius Junius Silanus and Cornelius Dolabella, possibly on the site of one of the old Servian Wall&rsquo;s gateways. Made of travertine blocks, it was later used to support Nero&rsquo;s extension of the Claudian aqueduct, built to supply the Imperial Palace on the Palatine Hill.</p>",EWTG_ROME193ARCDOL,Via di San Paolo della Croce,Rome,00184,Ancient Rome,,Italy,,,,,,,,,,,,,Colosseo,Parco Celio,"81, 117, 673",,,,,,,,,,,,0,0,0,,EUR,41.8860060820868,12.4953216183853,FALSE,,FALSE,,Historic Sights and Landmarks,Monuments and Tombs | CARACALLA |,,,transport - tram: 3. |,,,,,,,,,,#VALUE!
rome_sight_0042,catalogue,Arch of Drusus,"<p>Once mistakenly identified as a triumphal arch, the so-called <strong>Arch of Drusus</strong> merely supported the branch aqueduct that supplied the Baths of Caracalla. It was built in the 3rd century AD, so had no connection with Drusus, a stepson of the Emperor Augustus. The arch carried the aqueduct across the important route, Via Appia, hence its monumental appearance. The Arch of Drususstill spans the old cobbled road, just 50 m (160 ft) short of the gateway Porta San Sebastiano.</p>",EWTG_ROME195ARCDRU,Via di Porta San Sebastiano,Rome,00179 ,Ancient Rome,,Italy,,,,,,,,,,,,Roma Ostiense,Re Di Roma,,"118, 218, 360",,,,,,,,,,,,0,0,0,,EUR,41.8734151294262,12.5018519650817,FALSE,,FALSE,,"Ancient Ruins, Historic Sights and Landmarks",Monuments and Tombs | CARACALLA |,,,,TRUE,arch_of_drusus_rome_dreamstime_30885309,"Arch of Drusus, part of the Aqua Antoniniana Aqueduct",&#169;Dreamstime.com/Anibal Trejo,30885309,Dreamstime,Anibal Trejo,,,arch_of_drusus_rome_dreamstime_3088
rome_sight_0043,catalogue,Arch of Gallienus,"<p>Squashed between two buildings just off Via Carlo Alberto is the <strong>Arch of Gallienus</strong>, the central arch of an originally three-arched gate erected in memory of eponymous emperor, who was assassinated by his Illyrian officers in AD 262. The Arch of Gallienus was built on the site of the old Esquiline Gate in the Servian Wall, parts of which are visible nearby.</p>",EWTG_ROME174ARCGAL,Via Carlo Alberto,Rome,00185,Ancient Rome,,Italy,,,,,,,,,,,,,Vittorio Emanuele,Piazza Vittorio Emanuele,"16, 71, 360, 590, 649, 714",,,,,,,,,,,,0,0,0,,EUR,41.8959210590558,12.5012598293609,FALSE,,FALSE,,Historic Sights and Landmarks,Monuments and Tombs | ESQUILINE |,,,transport - local_railway: Vittorio Emanuele. |,,,,,,,,,,#VALUE!
rome_sight_0044,catalogue,Arch of Janus,"<p>Probably dating from the reign of Constantine, the <strong>Arch of Janus</strong> is an imposing four-faced marble arch that stood at the crossroads on the edge of the Forum Boarium, near the ancient docks. Merchants did business in its shade. The small figures of the goddesses Roma, Juno, Ceres and Minerva can be seen on the keystones above the four arches. In medieval times the Arch of Janus formed the base of a tower fortress, but it was restored to its original shape in 1827.</p>",EWTG_ROME202ARCJAN,Via del Velabro,Rome,00186 ,Ancient Rome,,Italy,,,,,,,,,,,,,,,"23, 44, 63, 81, 85, 87, 95, 160, 160F, 170, 280, 628, 715, 716, 780, C3",,,,,,,,,,,,0,0,0,,EUR,41.889439,12.482727,FALSE,,FALSE,,Historic Sights and Landmarks,AVENTINE |,,,,TRUE,arch_of_janus_rome_dk_AL594011,"Arch of Janus, Via del Velabro",&#169;dkimages,AL594011,,,,,arch_of_janus_rome_dk_AL59
rome_sight_0045,catalogue,Area Sacra dell’Argentina,"<p>In the centre of the <strong>Area Sacra dell&rsquo;Argentina</strong> are the remains of four temples (A, B, C &amp; D), which date back to the Republican era and are among the oldest in Rome.</p><p>In Roman times, the area was dominated by an 8-m (24-ft) high acrolith of Fortuna Huiusce Diei, Roman goddess of fate. Parts of her body, including a head are on show at the Centrale Montemartini. The temple dedicated to Fortuna (Temple B) was circular, and can clearly be seen from the pavement above. The tufa blocks behind it belonged to the vast Curia di Pompeo. It was here that the Senate met and Julius Caesar was murdered on 15 March 44 BC.</p><p>The oldest (temple C) dates from the early 3rd century BC. It was placed on a high platform preceded by an altar and is typical of Italic plans. Temple A is from later in the 3rd century BC. In medieval times the church of San Nicola de&rsquo; Cesarini was built over its podium: remains of its two apses are still visible. The north column stumps belonged to a great portico, the Hecatostylum (portico of 100 columns). In Imperial times two marble lavatories were built here &ndash; the remains of one is visible behind temple A.</p><p>At the southwest corner of the site is a cat sanctuary, home to Rome&rsquo;s abandoned felines (open afternoons).</p>",,Largo di Torre Argentina,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 4542 5240,Cat sanctuary,,,,,,,,www.romancats.com,,,,"30, 40, 46, 62, 64, 70, 81, 87, 119, 130, 186, 190, 492, 571, 628, 810, 916",<p><strong>Temples</strong>: Closed to the public but can be seen from surrounding roads </p><p><strong>Cat sanctuary</strong>: noon–6pm daily</p>,,,,,,,,,,Cat sanctuary: donations requested |,,,,,EUR,41.895672922627,12.4768497521495,TRUE,,FALSE,,Ancient Ruins,,,,,TRUE,area_sacra_dellargentina_rome_dk_AL589671,"Centro Storico, Area Sacra dell'Argentina, temple ruins",&#169;dkimages,AL589671,Dreamstime,Rose Lena,,,area_sacra_dellargentina_rome_dk_AL58
rome_sight_0046,,Arian,<p>Authentic Iranian cuisine is served in a vibrant atmosphere at <strong>Arian</strong>. There is live belly dancing every Friday and Saturday nights.</p>,,Via Tacito 54a ,Rome,00193,The Vatican,,Italy,,06 4544 1122,,,,,,,,,www.arianristorante.it,,Lepanto,,"70, 87, 186, 224, 280, 913, 913F, 913FL, 926, N6, N7",Daily,,,,,,,,,,,,,,,EUR,41.907134,12.467527,TRUE,,FALSE,,Food and Drink,,Persian,£,,FALSE,,,,,,,,,#VALUE!
rome_sight_0047,catalogue,Arion,"<p>An independent bookstore specializing in exquisite art books, <strong>Arion</strong> stays open until 9pm on Sundays.</p>",TT_ROME136LADOL_010_R12,Via Veneto 42,Rome,00187,Piazza di Spagna & Trevi Fountain,,Italy,,06 482 5308,,,,,,,,,libreriearion.it,,Barberini,,"52, 53, 61, 63, 80, 80B, 83, 116, 116T, 150F, 160, 160F, C3, N1, N4","10am–midnight Mon–Fri, 10am–1:30pm & 5pm–midnight Sat & Sun",,,TRUE,,,,,,,,,,,,EUR,41.9055089808511,12.4881179742556,TRUE,,FALSE,,Shopping,The Quirinal and Via Veneto | La Dolce Vita Venues | Shopping |,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0048,,Arlù,"<p>The most authentic restaurant in the busy Vatican area, <strong>Arl&ugrave;</strong> is run by&nbsp;a husband and wife team who serve up delectable Roman cuisine.</p>",,Borgo Pio 135,Rome,00193,The Vatican,,Italy,,06 686 8936,,,,,,,,,www.ristorantearlu.com,,Ottaviano,Risorgimento- San Pietro,"32, 81",Daily,,Sun,,,,,,,,,,,,,EUR,41.903956,12.459048,TRUE,,FALSE,,Food and Drink,,Traditional Roman,£,,FALSE,,,,,,,,,#VALUE!
rome_sight_0049,catalogue,Armando al Pantheon,"<p>Two brothers own and run <strong>Armando al Pantheon</strong>, a&nbsp;typical Roman trattoria. In addition to the classic dishes, some interesting vegetarian options are also on the menu.</p>",,Salita dei Crescenzi 31,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,06 6880 3034,,,,,,,,,www.armandoalpantheon.it,,,,"30, 70, 81, 87, 116, 116T, 130F, 186, 492, 628, C3, N7","Mon–Fri, Sat dinner only",,Sun,,,,,,,,,,,,,EUR,41.899089,12.476332,TRUE,,FALSE,,Food and Drink,,Traditional Roman,££,,FALSE,,,,,,,,,#VALUE!
rome_sight_0050,,Aroma,"<p>With a sleek interior and unequalled views of the Colosseum, <strong>Aroma</strong>&nbsp;presents a seasonal menu of regional favourites.</p>",,Via Labicana 125,Rome,00184,Ancient Rome,,Italy,,06 7759 1380,,,,,,,,,www.palazzomanfredi.com/it/ristorante-bar/,,"Colosseo, Manzoni",Labicana,"85, 87, 186, 571, 810, N11",OPENING HOURS,,,,,,,,,,,,,,,EUR,41.889705,12.498694,TRUE,,FALSE,,Food and Drink,,Fine Dining,£££,,FALSE,,,,,,,,,#VALUE!
rome_sight_0051,,Asmara,<p>A surprising combination of flavors liven the mostly meat-based dishes at <strong>Asmara</strong>.&nbsp;Many vegetarian options are also available at this lively restaurant.</p>,,Via Cernaia 36,Rome,00185,Piazza di Spagna & Trevi Fountain,,Italy,,06 481 4409,,,,,,,,,www.ristoranteasmara.com,,Castro Pretorio,,"16, 61, 62, 75, 82, 492",Tue–Sun,,Mon,,,,,,,,,,,,,EUR,41.907206,12.501017,TRUE,,FALSE,,Food and Drink,,Ethiopian/Eritrean,£,,FALSE,,,,,,,,,#VALUE!
rome_sight_0052,catalogue,Auditorium of Maecenas,"<p>Astute adviser and colleague of the Emperor Augustus, Maecenas was also a fop, gourmet, patron of the arts and fabulously rich, allowing him to create a fantastic villa and gardens on the Esquiline hill, most of which has long disappeared beneath the modern city. The partially reconstructed <strong>Auditorium of Maecenas</strong>, isolated on a traffic island, is all that remains today.</p><p>The purpose of the auditorium has been debated by archaeologists. Inside, a semicircle of tiered seats suggests that it may have been a place for readings and performances. If it was, then Maecenas would have been entertained here by his prot&eacute;g&eacute;s, the lyric poet Horace and Virgil, author of the <em>Aeneid</em>, reading their latest works.</p><p>Water ducts have also been discovered indicating that it may well have been a <em>nympheum</em> &ndash; a kind of summerhouse &ndash; with fountains and water cascading down the flight of steps at the back. Traces of frescoes remain on the walls: you can make out garden scenes and a procession of miniature figures &ndash; including one of a characteristically drunken Dionysus (the Greek god of wine) being propped upright by a satyr.</p>",,Largo Leopardi 2,Rome,00185,Ancient Rome,,Italy,,06 0608,,,,,,,,,www.060608.it,,Vittorio Emanuele,,"16, 714",Daily to groups by appointment only (phone to arrange),,,TRUE,,,,TRUE,,,"€40–50, under 6s free |",5,4,0,under 6s free,EUR,41.8941167578432,12.5011614059287,TRUE,,FALSE,,Ancient Ruins,,,,,FALSE,,,,,,,,,#VALUE!
rome_sight_0053,catalogue,Auditorium Parco della Musica,"<p>Italian architect Renzo Piano&rsquo;s <strong>Auditorium Parco della Musica</strong> is the beating heart of Rome&rsquo;s cultural life, with three whale-shaped concert halls hosting daily classical, rock, pop and jazz performances. The &ldquo;theatre hall&rdquo; is for dance shows and electronic nights, while revolving art exhibitions adorn the complex&rsquo;s hallways.</p><p>Piano&rsquo;s vision was not merely to create a concert venue, but a multipurpose space, with an outdoor amphitheatre, shops and restaurants. The building complex is so integrated with its surroundings that it is almost invisible from a distance, and the sound quality inside is second to none &ndash; Piano studied acoustics with contemporary composers such as Pierre Boulez, Luciano Berio and Luigi Nono while designing the buildings. Stepping inside one of the auditoriums can feel like a voyage into the interior of a musical instrument thanks to its complex geometries and use of fine wood.</p><p>Visitors can take a guided tour of the fabulous concert spaces, or a casual walk around the interior, which is punctuated by neon signs beaming a selection of aphorisms in several languages.</p>","TT_ROME150BEYCIT_007_R13, EWFG_ROME224AUDPAR",Viale Pietro de Coubertin 30,Rome,00196,Beyond the Centre,,Italy,,06 8024 1281,,,,,,,,,www.auditorium.com,Euclide,,Apollodoro,"53, 168, 217, 233, 910","Apr–Oct: 11am–8pm Mon–Sat, 10am–8pm Sun; Oct–Mar: 11am–6pm Mon–Sat, 10am–6pm Sun",,,TRUE,,TRUE,TRUE,TRUE,,"Architectural tours: min. 10 people. Advanced booking required Mon–Fri; every hour 11:30am–4:30pm Sat, Sun & hols. €9 adult, €7 groups and over 65s, €5 under 26s","Hourly tours (€28 for a family) of the concert spaces from 11:30am–4:30pm, Admissions to concerts, Children’s concerts: 52–62",,,,,EUR,41.930132,12.474384,TRUE,,FALSE,"Entertainment and Nightlife, Family Friendly","Entertainment and Nightlife, Family Friendly",,,,,TRUE,auditorium_parco_della_musica_rome_dk_AL380112,"Interior, Auditorium Parco della Musica",&#169;dkimages,AL380112,,,,,auditorium_parco_della_musica_rome_dk_AL38
rome_sight_0054,catalogue,Augustus’s Mausoleum,"<p>Built in 27 BC by the emperor to house his ashes, <strong>Augustus&rsquo;s Mausoleum</strong> was later home to those of emperors Tiberius and Nerva, and worthies such as Agrippa and Marcellus, as well. The grand imperial tomb was ransacked by Barbarian invaders who made off with the urns and locals mined its travertine facing for their palaces. Over the years the ancient rotunda has served time as a hanging garden, fortress, circus for bear-baiting and concert hall. In the 1920s its crown was restored to the ancient style, covered with grass and cypress, and Mussolini laid out the Fascist piazza around it. Major architectural work is planned for this area.</p>",TT_ROME090PANTHE_007_R12,Piazza Augusto Imperatore,Rome,00186,Piazza Navona & Campo de’ Fiori,,Italy,,,,,,,,,,,,,Spagna,,"81, 119, 224, 590, 628, 913, 913F, 926, C3",Closed for restoration,,,,,,,,,,Free |,0,0,0,,EUR,41.905607,12.477035,TRUE,,FALSE,,Ancient Ruins,Around the Pantheon | Attraction | Attraction |,,,additional_info: Closed for restoration |,TRUE,augustus_s_mausoleum_rome_dk_AL230789,"Augustus's Mausoleum, built in 28 BC",&#169;dkimages,AL230789,,,,,augustus_s_mausoleum_rome_dk_AL23
rome_sight_0055,catalogue,Aurelian Wall and Porta San Sebastiano,"<p>Most of the <strong>Aurelian Wall</strong>, begun by the emperor Aurelian (AD 270&ndash;75) and completed by his successor Probus (AD 276&ndash;82), has survived, including its largest gateway, <strong>Porta San Sebastiano</strong>. Aurelian ordered the wall&rsquo;s construction as a defence against Germanic tribes, whose raids were penetrating deeper and deeper into Italy. Some 18 km (11 miles) round, with 18 gates and 381 towers, the wall took in all the seven hills of Rome. Maxentius (AD 306&ndash;12) then raised the wall to almost twice its original height, making it near impassable. It acted as Rome&rsquo;s main defence until 1870, when it was breached by Italian artillery just by Porta Pia, close to today&rsquo;s British Embassy.</p><p>Out of its 18 gates, many are still in use. Porta San Sebastiano is the largest and the best-preserved gateway in the Aurelian Wall, having been rebuilt by Emperor Honorius in the 5th century AD. Originally the Porta Appia, after the Via Appia Antica it leads to, in Christian times it gradually became known as the Porta San Sebastiano, because the Via Appia led to the Basilica and Catacombs of San Sebastiano, which were popular places of pilgrimage. It was at Porta San Sebastiano that the last triumphal procession to enter the city by the Appian Way was received in state &ndash; that of Marcantonio Colonna after the victory of Lepanto over the Turkish fleet in 1571.</p><p>Today the gate&rsquo;s towers house a museum with prints and models showing the walls&rsquo; history. From here you can take a short walk along the restored walls and enjoy the spectacular views.</p>",EWTG_ROME196AURWAL,"Museo delle Mura, Via di Porta San Sebastiano 18",Rome,00179,Ancient Rome,,Italy,,06 7047 5284,,,,,,,,,www.museodellemuraroma.it,,,,"118, 218, 360",9am–2pm Tue–Sun (last adm: 1:30pm),,"1 Jan, 1 May, 25 Dec",,,,,,,,Admission charge,5,4,0,under 6s free,EUR,41.873428,12.501301,TRUE,,FALSE,,Historic Sights and Landmarks,CARACALLA |,,,,TRUE,aurelian_wall_and_porta_san_sebastiano_rome_dk_AL543769,Aurelian Wall and Porta San Sebastian ,&#169;dkimages,AL543769,,,,,aurelian_wall_and_porta_san_sebastiano_rome_dk_AL54
rome_sight_0056,,Avec 55,<p>A restaurant as well as a culinary workshop; chef Raoul Reperi teaches amateur cooks how to recreate his gastronomic feats at <strong>Avec 55</strong>.</p>,,Via Domenico Giuliani 55 ,Rome,00019,Beyond the Centre,,Italy,,07 7431 7243,,,,,,,,,www.ristorante-tivoli.it,Tivoli,,,,"Tue–Sun, Tue–Sat dinner only",,Mon,,,,,,,,,,,,,EUR,41.962358,12.801641,TRUE,,FALSE,,Food and Drink,,Modern Italian,££,,FALSE,,,,,,,,,#VALUE!
